Identifier,Age,Education,Indutry_Groups,Industry_Domain,Marital_Status,Occupation,Customer_Segment,Gender,Metropolitan_City,Residence,Insurance_Product_type,Insurance_Acquisition_Channel,Active_Bank_Products,Total_Bank_Products,Commercial_Loan,Consumer_Auto_Loan,Mortgage_Loan,Personal_Loan,Credit_Card,Deposit,Pre-Approved Auto Limit,Pre-Approved Mortgage Limit,Pre-Approved Personal Limit,Tenure_with_Bank_Group,Tenure_of_Insurance,Salary_Amount,Credit_Limit,Total_Asset_Under_Mngmnt,Avg_Monthly_Balance,Application_Score,Behavioural_Score
130,32.0,University,Trade/Merchandise,Information & Techonology,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Home Insurance,Direct,>=5,5,0,0,0,1,1,1,"<240,000","<1,000,000",ZERO,<=10 YRS,3.46,28188.09,58800,1764.99,10366.23722,334,613
131,28.4,Intermediate,Production/Manufacturing,Petrochemicals,MARRIED,Non- Government Job,Individual,Male,Others,Living in a house owned by a family member,Home Insurance,Bank,3,5,0,0,1,1,1,1,MISSING,MISSING,MISSING,<=10 YRS,1.00,20142.36,25200,2834.28,56123.64473,361,664
132,33.2,University,Construction,Construction,SINGLE,Government Job,Individual,Male,Ahmedabad,Living with Family,Auto Insurance,Direct,2,2,0,0,0,0,0,0,MISSING,MISSING,MISSING,<=10 YRS,1.89,15653.68,NA,462.91,324.0443182,436,699
133,29.1,University,Production/Manufacturing,Manufacturing,SINGLE,Non- Government Job,Privilege Banking,Male,Indore,Living in a house owned by a family member,Home Insurance,Direct,>=5,5,0,0,1,0,0,0,"<240,000","<1,000,000",ZERO,<=5 YRS,1.55,32454.72,NA,9578.66,108319.5756,354,616
134,44.7,University,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Privilege Banking,Male,Hyderabad,Own House,Home Insurance,Agent,>=5,>=6,1,1,1,0,0,0,MISSING,MISSING,MISSING,>10 YRS,10.04,61624.35,254250,9839.13,12543.52325,273,631
135,32.1,University,Production/Manufacturing,Textile,SINGLE,Non- Government Job,Individual,Male,Others,Own House,Home Insurance,Bank,>=5,5,0,0,0,1,1,1,MISSING,MISSING,MISSING,<=10 YRS,1.34,25126.78,42000,9663.28,50984.99668,347,677
136,65.4,Graduate and Higher,Services,Education,MARRIED,Retired but still working,Privilege Banking,Male,Bengaluru,Living in a house owned by a family member,Home Insurance,Bank,>=5,>=6,0,0,1,1,0,1,MISSING,MISSING,MISSING,>10 YRS,4.66,90524.16,476100,627717.76,113833.5102,369,697
137,27.2,Graduate and Higher,Production/Manufacturing,Automotive,SINGLE,Non- Government Job,Individual,Male,Ahmedabad,Living in a house owned by a family member,Auto Insurance,Direct,4,4,0,0,0,1,0,0,"<240,000","<1,000,000",ZERO,<=2 YRS,1.40,10711.68,87300,332.88,17685.24002,346,614
138,23.1,High School,Services,Finance,SINGLE,Non- Government Job,Individual,Female,Bengaluru,Living in a house owned by a family member,Health Insurance,Direct,>=5,5,0,0,0,1,0,0,MISSING,MISSING,MISSING,<=2 YRS,1.85,NA,81000,135.38,5371.663173,350,633
140,60.0,Graduate and Higher,Production/Manufacturing,Automotive,MARRIED,Retired but still working,Privilege Banking,Male,Ahmedabad,Living in a house owned by a family member,Auto Insurance,Direct,>=5,>=6,0,1,1,1,0,1,">480,000",">=5,000,000",ZERO,>10 YRS,13.08,106529.22,595000,18580.32,42883.8227,363,626
141,36.7,University,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Privilege Banking,Male,Indore,Living in a house owned by a family member,Health Insurance,Direct,>=5,>=6,0,0,0,1,1,1,MISSING,MISSING,MISSING,<=10 YRS,7.43,21258,165600,12832.82,15870.16218,417,635
142,45.4,University,Trade/Merchandise,Information & Techonology,SINGLE,Non- Government Job,Individual,Male,Indore,Living in a house owned by a family member,Home Insurance,Bank,3,4,0,0,1,0,0,0,MISSING,MISSING,MISSING,<=10 YRS,0.50,NA,NA,1575.68,31377.29185,426,644
143,36.9,University,Services,Finance,MARRIED,Non- Government Job,Individual,Female,Chandigarh,Living in a house owned by a family member,Auto Insurance,Agent,2,2,0,0,0,1,1,0,MISSING,MISSING,MISSING,<=10 YRS,2.91,NA,NA,5.31,2228.669708,246,575
144,66.5,University,Construction,Construction,SINGLE,Retired but still working,Privilege Banking,Male,Bengaluru,Own House,Auto Insurance,Bank,2,3,0,0,1,0,0,0,MISSING,MISSING,MISSING,<=5 YRS,1.40,104696.73,NA,58612.68,94855.6104,399,669
145,34.5,University,Services,Unknown,SINGLE,Non- Government Job,Individual,Male,Bengaluru,Living with Family,Auto Insurance,Agent,0,2,0,0,0,0,1,0,MISSING,MISSING,MISSING,<=10 YRS,1.60,NA,NA,0,0,364,657
146,27.8,University,Trade/Merchandise,Domestic Trade,MARRIED,Non- Government Job,Individual,Male,Ahmedabad,Living in a house owned by a family member,Credit Card Insurance,Direct,>=5,5,0,0,0,1,0,0,MISSING,MISSING,MISSING,<=10 YRS,2.83,47775.06,57600,1962.16,13284.69124,354,599
147,28.5,University,Transportation/Logistics/Telecom,Telecom,SINGLE,Non- Government Job,Individual,Male,Bengaluru,Living with Family,Home Insurance,Bank,4,5,0,0,1,1,1,0,MISSING,MISSING,MISSING,<=2 YRS,1.15,15750,36000,861.04,57634.9586,301,699
148,39.5,University,Government & NGO,Public Services,MARRIED,Government Job,Individual,Female,Others,Company Provided Housing,Auto Insurance,Direct,4,4,0,0,0,1,1,0,">480,000","<5,000,000","<1,500,000",<=5 YRS,1.88,6800,11900,295.76,5013.248546,373,587
150,27.8,University,Construction,Construction,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Health Insurance,Bank,4,4,0,0,0,0,1,0,MISSING,MISSING,MISSING,<=5 YRS,1.90,19668.18,56800,0,7226.335,365,585
151,32.9,Intermediate,Production/Manufacturing,Manufacturing,SINGLE,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Health Insurance,Direct,>=5,>=6,0,0,0,1,1,1,">480,000",">=5,000,000",ZERO,<=10 YRS,2.17,20411.64,21000,155026.4,36873.86675,339,616
152,37.6,High School,Transportation/Logistics/Telecom,Transport,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Own House,Auto Insurance,Direct,3,4,0,1,0,1,1,1,"<480,000","<2,500,000",ZERO,<=10 YRS,1.89,26353.71,42400,178180.16,10770.58413,341,675
153,38.0,University,Production/Manufacturing,Automotive,MARRIED,Non- Government Job,Individual,Male,Ahmedabad,Living in a house owned by a family member,Health Insurance,Direct,>=5,>=6,0,0,0,1,1,0,"<480,000","<2,500,000",ZERO,<=10 YRS,9.80,44130.33,65100,87988.08,19978.61564,351,675
154,59.4,Graduate and Higher,Services,Education,DIVORCED,Retired,Individual,Female,Bengaluru,Living in a house owned by a family member,Home Insurance,Bank,>=5,>=6,0,0,1,1,1,1,MISSING,MISSING,MISSING,>10 YRS,4.42,51409.89,145600,471687.57,35771.89237,363,700
155,37.2,University,Transportation/Logistics/Telecom,Telecom,SINGLE,Non- Government Job,Individual,Female,Bengaluru,Living in a house owned by a family member,Auto Insurance,Agent,3,4,0,0,0,1,1,0,">480,000",">=5,000,000","<1,500,000",<=10 YRS,2.26,22400,63900,820.32,5982.122991,373,631
157,35.2,High School,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Hyderabad,Living in a house owned by a family member,Health Insurance,Direct,3,4,0,0,0,1,1,0,MISSING,MISSING,MISSING,>10 YRS,2.15,20827.28,19600,2465.19,4831.913466,354,635
158,30.7,University,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Chennai,Living in a house owned by a family member,Auto Insurance,Direct,>=5,>=6,0,0,0,1,0,0,MISSING,MISSING,MISSING,<=1 YRS,1.88,30595.53,103200,13863.5,32945.18134,331,675
161,35.3,Graduate and Higher,Services,Human Resources,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Own House,Auto Insurance,Bank,>=5,>=6,0,0,1,0,0,1,MISSING,MISSING,MISSING,<=10 YRS,8.72,35466.66667,101600,536561.2,51385.88361,446,700
162,29.4,University,Services,Finance,SINGLE,Non- Government Job,Individual,Female,Indore,Living in a house owned by a family member,Home Insurance,Direct,>=5,5,0,0,1,1,1,1,">480,000",">=5,000,000",ZERO,<=10 YRS,1.85,63803.44,48600,5353.74,35036.78274,362,677
163,42.7,Intermediate,Trade/Merchandise,Foreign Trade,SINGLE,Non- Government Job,Individual,Female,Ahmedabad,Unknown,Theft Insurance for Credit Card,Bank,1,2,0,0,0,0,1,0,MISSING,MISSING,MISSING,>10 YRS,2.76,27200,69300,0,5896.771818,335,697
164,64.3,University,Services,Health,MARRIED,Self Employed,Individual,Male,Hyderabad,Own House,Small and Medium Enterprises Insurance,Agent,0,1,0,0,0,0,0,0,MISSING,MISSING,MISSING,<=10 YRS,3.71,21333.33334,44000,0,659.6195455,351,708
165,36.0,University,Construction,Construction,SINGLE,Non- Government Job,Individual,Male,Indore,Living in a house owned by a family member,Auto Insurance,Direct,4,5,0,0,0,1,1,0,MISSING,MISSING,MISSING,<=10 YRS,1.89,40491.2,61650,20907.63,41547.28175,346,681
166,30.6,University,Production/Manufacturing,Automotive,MARRIED,Non- Government Job,Individual,Male,Ahmedabad,Own House,Theft Insurance for Credit Card,Direct,>=5,>=6,0,0,0,1,1,0,"<360,000","<2,500,000",ZERO,>10 YRS,1.89,8126.93,10000,40812.8,7742.492492,372,689
168,31.3,University,Services,Finance,MARRIED,Non- Government Job,Individual,Female,Bengaluru,Living in a house owned by a family member,Home Insurance,Direct,>=5,>=6,0,0,1,1,1,1,MISSING,MISSING,MISSING,<=10 YRS,2.41,32164.3,24000,1805.58,40199.60818,376,588
170,40.5,High School,Services,Unknown,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Own House,Theft Insurance for Credit Card,Bank,3,4,0,0,0,0,1,0,MISSING,MISSING,MISSING,>10 YRS,2.90,168000,187200,33755.54,12350.68148,368,694
171,42.4,University,Services,Education,MARRIED,Non- Government Job,Individual,Female,Bengaluru,Living with Family,Credit Card Insurance,Bank,3,4,0,1,0,1,0,0,MISSING,MISSING,MISSING,<=10 YRS,2.37,34200,62300,2570.85,42115.71651,316,698
173,26.3,High School,Production/Manufacturing,Catering/Restaurant/Fast Food,MARRIED,Non- Government Job,Individual,Female,Others,Living with Family,Health Insurance,Bank,2,2,0,0,0,1,0,1,MISSING,MISSING,MISSING,<=10 YRS,0.81,70511.2,NA,31.01,19564.79364,323,689
174,32.5,University,Production/Manufacturing,Manufacturing,SINGLE,Non- Government Job,Individual,Male,Others,Rented House,Auto Insurance,Direct,>=5,5,0,0,0,0,1,0,MISSING,MISSING,MISSING,<=10 YRS,1.88,53533.08,81600,20383.93,6576.177272,389,697
175,50.4,University,Production/Manufacturing,Manufacturing,MARRIED,Retired but still working,Privilege Banking,Male,Hyderabad,Living in a house owned by a family member,Home Insurance,Direct,4,5,0,1,1,1,1,1,MISSING,MISSING,MISSING,>10 YRS,7.04,16476.74,283500,17883.2,5893.52167,386,607
176,28.9,Graduate and Higher,Production/Manufacturing,Textile,MARRIED,Non- Government Job,Individual,Female,Ahmedabad,Living in a house owned by a family member,Auto Insurance,Direct,3,4,0,0,0,1,1,0,">480,000",">=5,000,000",ZERO,<=10 YRS,1.88,24985.87,NA,5422.05,1362.810114,349,711
178,42.9,University,Services,Health,UNKNOWN,Non- Government Job,Individual,Male,Others,Living in a house owned by a family member,Auto Insurance,Bank,>=5,>=6,0,1,0,1,1,0,MISSING,MISSING,MISSING,<=10 YRS,0.43,8741.2,45000,0,65496.3245,340,569
180,41.6,High School,Production/Manufacturing,Catering/Restaurant/Fast Food,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Credit Card Insurance,Bank,>=5,5,0,0,0,1,0,0,"<240,000","<1,000,000",ZERO,>10 YRS,2.75,18589.59,47200,491.76,3699.357574,365,707
181,33.1,University,Production/Manufacturing,Manufacturing,SINGLE,Non- Government Job,Privilege Banking,Male,Others,Living with Family,Auto Insurance,Direct,4,>=6,0,0,0,0,1,1,MISSING,MISSING,MISSING,<=10 YRS,5.96,60350.49,81000,1599777.99,190249.0463,334,683
182,49.6,University,Transportation/Logistics/Telecom,Transport,MARRIED,Retired but still working,Privilege Banking,Male,Chennai,Own House,Home Insurance,Bank,>=5,5,0,0,1,1,0,0,"<480,000",ZERO,ZERO,<=10 YRS,1.89,47247.57,112000,10980.08,89587.93136,363,661
183,37.2,University,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Chandigarh,Living in a house owned by a family member,Auto Insurance,Bank,>=5,5,0,1,0,1,1,0,MISSING,MISSING,MISSING,<=5 YRS,1.69,44833.46,138600,27742.32,31252.65309,364,587
184,27.3,University,Production/Manufacturing,Durable Goods,SINGLE,Non- Government Job,Individual,Female,Bengaluru,Living with Family,Health Insurance,Direct,3,4,0,0,0,0,1,1,"<120,000",ZERO,"<1,000,000",<=10 YRS,1.93,14792.12,26600,110274.8,14889.09483,364,683
185,25.8,University,Production/Manufacturing,Automotive,SINGLE,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Auto Insurance,Bank,2,2,0,0,0,0,0,0,MISSING,MISSING,MISSING,<=2 YRS,2.63,9653.76,NA,0,679.6530263,361,575
186,44.8,University,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Chennai,Own House,Auto Insurance,Direct,4,5,0,0,0,0,0,1,">480,000",">=5,000,000",ZERO,<=2 YRS,11.14,26175.44,81000,130107.24,95339.29384,351,699
187,25.7,University,Production/Manufacturing,Manufacturing,SINGLE,Non- Government Job,Individual,Male,Chennai,Living with Family,Home Insurance,Direct,>=5,5,0,0,1,1,1,0,MISSING,MISSING,MISSING,<=5 YRS,2.41,12014.24,12250,741.96,33455.26226,404,636
188,43.3,University,Services,Health,MARRIED,Non- Government Job,Privilege Banking,Female,Bengaluru,Own House,Home Insurance,Bank,>=5,>=6,0,0,1,1,1,1,MISSING,MISSING,MISSING,<=10 YRS,3.06,63868.41,175200,11020.96,37170.76353,420,694
189,29.8,High School,Transportation/Logistics/Telecom,Transport,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Own House,Home Insurance,Bank,>=5,5,0,0,1,1,1,1,MISSING,MISSING,MISSING,<=10 YRS,1.89,16537.86,48300,5813.92,27488.33718,393,679
190,30.7,Intermediate,Services,Finance,MARRIED,Non- Government Job,Individual,Female,Bengaluru,Living in a house owned by a family member,Auto Insurance,Direct,3,4,0,0,0,1,0,1,MISSING,MISSING,MISSING,<=10 YRS,1.62,8897.22,85600,292.32,3015.711288,376,652
191,42.1,High School,Trade/Merchandise,Domestic Trade,MARRIED,Non- Government Job,Individual,Male,Others,Living in a house owned by a family member,Home Insurance,Direct,>=5,>=6,0,0,1,1,1,1,">480,000","<5,000,000",ZERO,<=10 YRS,3.65,42867.81,NA,11630.4,18074.86516,365,694
192,33.1,High School,Services,Real Estate,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Rented House,Health Insurance,Bank,1,1,0,0,0,0,0,0,MISSING,MISSING,MISSING,<=2 YRS,1.40,61757.29,NA,0,161.6592857,346,575
193,29.3,University,Trade/Merchandise,Gas Stattion,MARRIED,Non- Government Job,Individual,Female,Bengaluru,Living in a house owned by a family member,Health Insurance,Direct,3,3,0,0,0,1,1,0,"<360,000","<2,500,000","<1,500,000",<=10 YRS,1.89,11668.41,15300,7779.6,3757.631091,334,612
194,25.8,University,Production/Manufacturing,Manufacturing,SINGLE,Non- Government Job,Individual,Male,Hyderabad,Living in a house owned by a family member,Auto Insurance,Direct,3,4,0,0,0,0,0,0,">480,000",">=5,000,000",ZERO,<=2 YRS,2.25,20637.27,27000,11083.36,19770.41064,333,710
195,30.4,Graduate and Higher,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Female,Hyderabad,Living in a house owned by a family member,Auto Insurance,Direct,3,3,0,0,0,0,0,0,MISSING,MISSING,MISSING,<=2 YRS,1.90,13527.5,49000,562.59,2457.834697,344,614
196,34.8,University,Services,Health,MARRIED,Non- Government Job,Individual,Male,Delhi,Rented House,Auto Insurance,Bank,4,4,0,0,0,1,0,0,">480,000",ZERO,ZERO,<=2 YRS,1.64,23466.66666,56700,73774.72,29597.19765,328,609
197,36.8,University,Services,Finance,MARRIED,Non- Government Job,Individual,Female,Indore,Living in a house owned by a family member,Home Insurance,Direct,>=5,>=6,0,0,0,1,1,1,MISSING,MISSING,MISSING,<=10 YRS,4.77,8489.74,76000,379.17,37947.94524,376,586
198,38.8,Intermediate,Services,Unknown,MARRIED,Non- Government Job,Individual,Male,Others,Living in a house owned by a family member,Auto Insurance,Direct,>=5,>=6,0,0,1,1,1,1,MISSING,MISSING,MISSING,<=10 YRS,2.15,44135.44,96300,13098.48,39389.4836,354,595
199,32.3,University,Services,Finance,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Home Insurance,Agent,>=5,5,0,0,1,0,1,0,MISSING,MISSING,MISSING,<=10 YRS,1.89,24000,49500,3196,42227.04045,374,645
200,32.7,University,Trade/Merchandise,Domestic Trade,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Auto Insurance,Bank,3,3,0,1,0,0,0,0,MISSING,MISSING,MISSING,<=10 YRS,1.81,49866.66666,145800,6807.43,1948.015909,414,662
201,38.1,Unknown,Services,Unknown,UNKNOWN,Non- Government Job,Individual,Female,Chennai,Unknown,Home Insurance,Bank,1,1,0,0,0,0,1,0,MISSING,MISSING,MISSING,<=5 YRS,1.64,28950,57200,0,50339.49954,320,674
202,40.5,Graduate and Higher,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Own House,Home Insurance,Bank,3,4,0,0,1,1,1,0,MISSING,MISSING,MISSING,>10 YRS,7.27,NA,NA,2506.88,11484.26697,355,661
203,45.7,Graduate and Higher,Construction,Construction,MARRIED,Non- Government Job,Privilege Banking,Male,Bengaluru,Own House,Credit Card Insurance,Direct,>=5,5,0,0,0,1,1,1,MISSING,MISSING,MISSING,>10 YRS,2.46,189000,414000,1492.65,8568.321474,380,672
204,54.2,University,Transportation/Logistics/Telecom,Transport,MARRIED,Non- Government Job,Privilege Banking,Male,Others,Living with Family,Auto Insurance,Bank,4,5,0,0,0,1,0,1,MISSING,MISSING,MISSING,<=2 YRS,1.86,132644.88,450000,101.12,45759.21942,347,611
205,38.8,Intermediate,Services,Hospitality,MARRIED,Non- Government Job,Individual,Male,Lucknow,Living with Family,Health Insurance,Direct,1,2,0,0,0,0,0,1,MISSING,MISSING,MISSING,<=10 YRS,1.79,3500,8000,0,1233.563636,288,615
206,50.3,University,Services,Health,MARRIED,Non- Government Job,Privilege Banking,Male,Ahmedabad,Living in a house owned by a family member,Theft Insurance for Credit Card,Direct,>=5,>=6,0,0,0,1,1,1,MISSING,MISSING,MISSING,>10 YRS,2.90,27693.63,250400,1313946.99,127391.9462,394,695
208,35.3,Graduate and Higher,Services,Finance,MARRIED,Non- Government Job,Individual,Male,Others,Living in a house owned by a family member,Health Insurance,Direct,>=5,>=6,0,0,0,1,0,1,MISSING,MISSING,MISSING,<=10 YRS,3.47,20370.14,135000,10202.56,20162.43164,392,649
211,43.6,University,Services,Finance,MARRIED,Non- Government Job,Privilege Banking,Male,Bengaluru,Own House,Auto Insurance,Direct,>=5,>=6,0,0,0,0,1,1,">480,000",">=5,000,000",ZERO,<=10 YRS,3.86,58385.39,280000,203674.08,91212.22764,362,725
212,40.9,University,Services,Health,MARRIED,Self Employed,Company,Female,Hyderabad,Own House,Small and Medium Enterprises Insurance,Agent,>=5,>=6,1,0,0,0,0,0,MISSING,MISSING,MISSING,>10 YRS,2.81,22500,40000,10256.72,26479.96349,1037,707
213,42.6,Graduate and Higher,Production/Manufacturing,Durable Goods,MARRIED,Non- Government Job,Privilege Banking,Male,Bengaluru,Living in a house owned by a family member,Auto Insurance,Direct,2,3,0,0,1,0,0,1,">480,000",">=5,000,000",ZERO,<=10 YRS,5.98,137197.06,210000,213096.56,159124.0514,374,712
214,48.3,University,Production/Manufacturing,Catering/Restaurant/Fast Food,DIVORCED,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Theft Insurance for Credit Card,Bank,3,4,0,0,0,0,1,1,MISSING,MISSING,MISSING,>10 YRS,1.44,37468.48,123200,23538.88,11773.35927,376,659
215,31.3,University,Services,Education,MARRIED,Non- Government Job,Individual,Female,Bengaluru,Own House,Theft Insurance for Credit Card,Bank,4,5,0,0,0,0,1,0,MISSING,MISSING,MISSING,<=10 YRS,1.93,17956.96,107200,85746.24,9714.326064,345,697
216,28.7,University,Production/Manufacturing,Automotive,MARRIED,Non- Government Job,Privilege Banking,Male,Bengaluru,Living in a house owned by a family member,Home Insurance,Direct,4,5,0,0,1,1,0,1,MISSING,MISSING,MISSING,<=5 YRS,1.89,24397.2,38250,259588.62,9082.825965,378,651
218,46.8,University,Production/Manufacturing,Textile,MARRIED,Non- Government Job,Privilege Banking,Male,Bengaluru,Own House,Auto Insurance,Bank,>=5,>=6,0,0,1,0,1,1,">480,000",">=5,000,000",ZERO,<=10 YRS,5.31,252250.38,270000,5736436.92,202816.4519,357,693
219,24.9,University,Production/Manufacturing,Petrochemicals,SINGLE,Non- Government Job,Individual,Male,Others,Living with Family,Home Insurance,Direct,1,2,0,0,0,0,0,0,"<240,000","<1,000,000","<1,000,000",<=2 YRS,3.21,10929.6,NA,0,1306.25591,350,701
